,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice
2197,45,55.0,10594,Crawfor,5,1926,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,768.0,768.0,789,0,0,789,5,1926.0,200.0,0,0,112,0,0,0,0,6,WD ,96500
2198,30,54.0,7223,Crawfor,5,1926,1950,Stucco,Plywood,0.0,319.0,0.0,971.0,1290.0,1422,0,0,1422,6,1973.0,352.0,0,0,64,0,0,0,0,4,WD ,136500
2199,50,51.0,6821,Crawfor,6,1921,2005,Wd Sdng,Wd Sdng,0.0,113.0,0.0,538.0,651.0,759,539,0,1298,8,1994.0,240.0,216,0,168,0,0,0,0,8,WD ,146500
2200,50,60.0,7200,SWISU,5,1937,1950,Wd Sdng,Wd Sdng,252.0,569.0,0.0,162.0,731.0,981,787,0,1768,7,1939.0,240.0,0,0,264,0,0,0,0,6,WD ,175000
2201,70,63.0,4000,Crawfor,7,1930,1995,Wd Sdng,Wd Sdng,0.0,246.0,0.0,285.0,531.0,567,531,0,1098,5,1930.0,216.0,0,0,0,0,0,0,0,6,WD ,148500
2202,70,53.0,6720,Crawfor,6,1921,1950,VinylSd,VinylSd,0.0,0.0,0.0,585.0,585.0,851,585,0,1436,7,1992.0,228.0,184,0,0,0,0,0,0,4,CWD,141500
2203,50,55.0,7642,Crawfor,7,1918,1998,Wd Sdng,Wd Sdng,0.0,0.0,0.0,912.0,912.0,912,514,0,1426,7,1925.0,216.0,0,240,0,0,0,0,0,6,WD ,189950
2204,70,53.0,7155,Crawfor,6,1926,1991,Wd Sdng,Wd Sdng,0.0,0.0,0.0,686.0,686.0,686,775,0,1461,6,1926.0,225.0,0,0,116,0,0,0,0,7,WD ,135000
2205,75,53.0,7128,Crawfor,7,1941,1950,MetalSd,MetalSd,0.0,364.0,0.0,554.0,918.0,918,728,0,1646,7,1941.0,240.0,0,0,0,0,126,0,0,8,WD ,164000
2206,30,40.0,4280,Crawfor,5,1913,2002,WdShing,Stucco,0.0,365.0,0.0,75.0,440.0,694,0,0,694,4,1990.0,352.0,0,0,34,0,0,0,0,3,WD ,90350
2207,50,53.0,5362,Crawfor,5,1910,2003,Wd Sdng,Wd Shng,0.0,0.0,0.0,661.0,661.0,661,589,0,1250,8,1985.0,552.0,242,0,81,0,0,0,0,11,WD ,139000
2208,30,50.0,6305,Crawfor,5,1938,1950,MetalSd,MetalSd,0.0,0.0,0.0,920.0,920.0,954,0,0,954,5,1938.0,240.0,0,0,0,0,0,0,0,6,WD ,119750
2209,90,82.0,7136,Crawfor,6,1946,1950,MetalSd,MetalSd,423.0,484.0,0.0,495.0,979.0,979,979,0,1958,8,1946.0,492.0,0,0,0,0,0,0,0,8,WD ,145000
2210,90,82.0,6270,Crawfor,5,1949,1950,MetalSd,MetalSd,0.0,284.0,0.0,717.0,1001.0,1001,1001,0,2002,8,1949.0,871.0,0,0,0,0,0,0,0,8,WD ,145000
2211,70,60.0,7230,Crawfor,7,1927,1992,VinylSd,VinylSd,0.0,0.0,0.0,851.0,851.0,867,851,0,1718,8,1927.0,264.0,291,0,60,0,153,0,0,10,WD ,238000
2212,20,126.0,13108,Crawfor,5,1951,1951,Wd Sdng,Wd Sdng,0.0,0.0,0.0,0.0,0.0,1226,0,0,1226,7,1951.0,400.0,174,24,120,0,228,0,0,6,WD ,153500
2213,70,86.0,22420,Crawfor,6,1918,1950,Wd Sdng,Stucco,0.0,1128.0,0.0,242.0,1370.0,1370,1254,0,2624,10,1918.0,864.0,0,0,0,0,0,0,0,11,WD ,239000
2214,70,78.0,12168,Crawfor,8,1934,1998,BrkFace,Wd Sdng,0.0,428.0,0.0,537.0,965.0,1940,1254,0,3194,10,1934.0,380.0,0,0,0,0,0,0,0,9,WD ,359100
2215,50,110.0,7810,Crawfor,4,1930,2003,AsbShng,CmentBd,0.0,189.0,0.0,741.0,930.0,1230,525,0,1755,7,1930.0,231.0,0,40,0,0,0,0,0,11,WD ,188000
2216,50,,11275,Crawfor,6,1932,1950,MetalSd,MetalSd,480.0,297.0,557.0,0.0,854.0,1096,895,0,1991,7,1977.0,432.0,0,0,19,0,0,0,0,3,WD ,220000
2217,190,79.0,6221,Crawfor,5,1941,1950,VinylSd,VinylSd,0.0,533.0,0.0,195.0,728.0,760,595,0,1355,5,1966.0,528.0,0,0,0,0,144,0,0,10,WD ,140000
2218,70,70.0,10570,Crawfor,8,1932,1994,BrkFace,BrkFace,0.0,297.0,0.0,556.0,853.0,1549,1178,0,2727,10,1932.0,440.0,0,74,0,0,0,0,0,12,WD ,315000
2219,70,61.0,7259,Crawfor,6,1945,2002,Wd Sdng,Wd Sdng,0.0,774.0,150.0,104.0,1028.0,1436,884,0,2320,9,1945.0,180.0,224,0,0,0,0,0,0,7,WD ,259500
2220,20,110.0,14442,Crawfor,6,1957,2004,CemntBd,CmentBd,106.0,1186.0,0.0,291.0,1477.0,1839,0,0,1839,7,1957.0,416.0,0,87,0,0,200,0,0,6,WD ,257500
2221,70,75.0,13125,Crawfor,7,1940,1984,Wd Sdng,Wd Sdng,0.0,410.0,0.0,390.0,800.0,960,780,0,1740,6,1940.0,240.0,0,0,0,0,0,0,0,7,CWD,219500
2222,20,,21000,Crawfor,6,1953,1953,Wd Sdng,Wd Sdng,184.0,35.0,869.0,905.0,1809.0,2259,0,0,2259,7,1953.0,450.0,166,120,192,0,0,0,0,10,COD,217000
2223,20,,25485,Crawfor,6,1960,1960,Wd Sdng,MetalSd,423.0,540.0,1020.0,0.0,1560.0,1560,0,0,1560,6,1960.0,580.0,0,75,584,0,0,0,0,5,WD ,201000
2224,20,,21579,Crawfor,6,1968,1968,HdBoard,BrkFace,0.0,813.0,0.0,675.0,1488.0,1488,0,0,1488,7,1968.0,552.0,0,0,216,0,0,0,0,9,CWD,215000
2225,160,24.0,1782,Blueste,6,1980,1980,MetalSd,MetalSd,0.0,330.0,0.0,186.0,516.0,529,516,0,1045,5,1980.0,462.0,180,0,0,0,0,0,0,12,WD ,123900
2226,20,,17871,Crawfor,4,1995,1996,VinylSd,VinylSd,0.0,0.0,0.0,1680.0,1680.0,1680,0,0,1680,7,1996.0,628.0,152,0,0,0,0,0,0,6,WD ,170000
2227,120,35.0,3907,Blueste,8,1988,1988,HdBoard,HdBoard,0.0,577.0,0.0,427.0,1004.0,1020,0,0,1020,4,1988.0,509.0,135,0,0,0,0,0,0,3,WD ,200000
2228,20,,20693,Crawfor,7,1971,1971,Plywood,Plywood,652.0,434.0,0.0,1262.0,1696.0,1696,0,0,1696,7,1971.0,625.0,0,146,0,0,0,0,0,2,WD ,198000
2229,20,,32668,Crawfor,6,1957,1975,Wd Sdng,Stone,,1219.0,0.0,816.0,2035.0,2515,0,0,2515,9,1975.0,484.0,0,0,200,0,0,0,0,3,WD ,200624
2230,20,70.0,18044,Crawfor,8,1986,1986,WdShing,Plywood,0.0,0.0,0.0,279.0,279.0,2726,0,0,2726,6,1986.0,691.0,216,64,169,0,0,228,0,8,WD ,315000
2231,50,85.0,8500,IDOTRR,5,1919,2005,CemntBd,CmentBd,0.0,0.0,0.0,793.0,793.0,997,520,0,1517,7,,0.0,0,0,144,0,0,0,0,8,WD ,115000
2232,50,50.0,7000,IDOTRR,6,1940,1950,Wd Sdng,Wd Sdng,0.0,375.0,0.0,345.0,720.0,720,495,0,1215,6,1965.0,720.0,0,0,30,0,0,0,0,5,WD ,141000
2233,45,50.0,5000,IDOTRR,5,1941,1950,MetalSd,MetalSd,0.0,116.0,0.0,604.0,720.0,803,0,0,803,5,1941.0,360.0,0,0,244,0,0,0,0,12,WD ,87000
2234,50,50.0,7288,IDOTRR,5,1925,2003,VinylSd,VinylSd,0.0,0.0,0.0,936.0,936.0,936,665,0,1601,6,,0.0,0,0,0,176,0,0,0,9,WD ,129850
2235,50,50.0,6060,IDOTRR,4,1939,1950,AsbShng,AsbShng,0.0,0.0,0.0,732.0,732.0,772,351,0,1123,4,1979.0,264.0,0,0,140,0,0,0,0,6,WD ,100000
2236,70,50.0,9060,IDOTRR,5,1923,1999,Wd Sdng,Plywood,0.0,548.0,0.0,311.0,859.0,942,886,0,1828,6,,,174,0,212,0,0,0,0,3,WD ,150909
2237,30,46.0,3672,IDOTRR,5,1922,1950,Stucco,Stucco,0.0,0.0,0.0,816.0,816.0,816,0,0,816,5,1922.0,100.0,0,0,96,0,0,0,0,9,WD ,75200
2238,30,59.0,8263,IDOTRR,6,1920,1950,BrkFace,BrkFace,0.0,0.0,0.0,1012.0,1012.0,1012,0,0,1012,6,1920.0,308.0,0,22,112,0,0,0,0,5,WD ,118400
2239,30,60.0,8967,IDOTRR,5,1920,1950,MetalSd,MetalSd,0.0,0.0,0.0,961.0,961.0,1077,0,0,1077,6,1920.0,338.0,0,0,0,0,0,0,0,11,WD ,67000
2240,50,75.0,13710,IDOTRR,5,1950,1950,Wd Sdng,Wd Sdng,0.0,420.0,0.0,490.0,910.0,910,648,0,1558,6,1950.0,282.0,289,0,0,0,0,0,0,6,WD ,152000
2241,50,64.0,11067,IDOTRR,2,1939,1950,MetalSd,MetalSd,0.0,0.0,0.0,0.0,0.0,640,0,205,845,4,1950.0,256.0,48,0,0,0,0,0,0,3,WD ,68104
2242,190,75.0,8250,IDOTRR,5,1895,2006,VinylSd,VinylSd,0.0,0.0,0.0,957.0,957.0,1034,957,0,1991,9,,0.0,0,0,133,0,0,0,0,6,WD ,119600
2243,20,65.0,6565,IDOTRR,4,1957,1980,MetalSd,MetalSd,0.0,967.0,0.0,106.0,1073.0,1073,0,0,1073,6,1985.0,720.0,0,444,0,0,0,0,0,8,WD ,140000
2244,30,60.0,6060,IDOTRR,5,1930,2007,MetalSd,MetalSd,0.0,737.0,0.0,100.0,837.0,1001,0,0,1001,5,1930.0,216.0,154,0,42,86,0,0,0,11,WD ,124900
2245,120,59.0,5568,Crawfor,8,2006,2007,CemntBd,CmentBd,473.0,1573.0,0.0,0.0,1573.0,1625,0,0,1625,5,2006.0,495.0,123,0,0,0,153,0,0,10,New,375000
2246,120,44.0,4750,Crawfor,8,2006,2007,VinylSd,VinylSd,481.0,1573.0,0.0,0.0,1573.0,1625,0,0,1625,5,2006.0,538.0,123,0,0,0,153,0,0,12,WD ,235000
2247,85,,12150,Mitchel,6,1979,1979,HdBoard,Wd Shng,0.0,1001.0,0.0,0.0,1001.0,1299,0,0,1299,5,1979.0,486.0,84,0,222,0,0,0,0,1,WD ,183500
2248,85,,7540,Mitchel,6,1978,1978,VinylSd,VinylSd,0.0,773.0,0.0,115.0,888.0,912,0,0,912,5,1978.0,470.0,0,0,0,0,192,0,0,6,WD ,156000
2249,20,71.0,9187,Mitchel,6,1983,1983,VinylSd,VinylSd,0.0,336.0,0.0,748.0,1084.0,1080,0,0,1080,5,1983.0,484.0,120,0,158,0,0,0,0,6,WD ,134000
2250,20,80.0,10000,Mitchel,5,2002,2002,VinylSd,VinylSd,166.0,585.0,0.0,856.0,1441.0,1392,0,0,1392,6,2002.0,650.0,168,49,0,0,0,0,0,12,WD ,215000
2251,20,44.0,12864,Mitchel,7,2002,2002,VinylSd,VinylSd,0.0,1392.0,0.0,17.0,1409.0,1409,0,0,1409,4,2002.0,576.0,0,144,0,0,145,0,0,7,WD ,245000
2252,20,,9928,Mitchel,7,1991,1992,HdBoard,HdBoard,0.0,1239.0,0.0,215.0,1454.0,1478,0,0,1478,6,1991.0,506.0,114,22,0,0,0,0,0,5,WD ,210000
2253,80,,8750,Mitchel,7,1975,1975,Plywood,Plywood,50.0,224.0,530.0,98.0,852.0,918,0,0,918,4,1975.0,360.0,192,84,0,0,0,0,0,3,WD ,148000
2254,85,82.0,8410,Mitchel,6,1974,1974,Plywood,Plywood,0.0,924.0,0.0,46.0,970.0,1026,0,0,1026,5,1974.0,528.0,193,0,0,0,0,0,0,4,WD ,143000
2255,120,46.0,4054,Timber,7,1987,1987,VinylSd,VinylSd,352.0,949.0,0.0,552.0,1501.0,1501,0,0,1501,5,1987.0,512.0,240,0,0,0,0,0,0,10,WD ,244000
2256,120,,9763,GrnHill,7,1998,1998,Wd Sdng,Wd Sdng,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,1502,5,1998.0,286.0,0,0,0,0,0,0,0,9,WD ,330000
2257,20,115.0,16905,Timber,5,1959,1959,VinylSd,VinylSd,0.0,967.0,0.0,383.0,1350.0,1328,0,0,1328,5,1959.0,308.0,0,104,0,0,0,0,0,7,WD ,170000
2258,20,149.0,19958,Timber,6,1958,1995,HdBoard,HdBoard,1224.0,0.0,0.0,585.0,585.0,2279,0,0,2279,7,1958.0,461.0,274,0,0,0,138,0,0,7,WD ,257000
2259,20,67.0,8368,Timber,7,2006,2007,VinylSd,VinylSd,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,7,2007.0,433.0,100,39,0,0,0,0,0,4,New,231713
2260,20,68.0,8298,Timber,8,2006,2007,VinylSd,VinylSd,,583.0,0.0,963.0,1546.0,1564,0,0,1564,6,2207.0,502.0,132,0,0,0,0,0,0,9,New,267300
2261,20,64.0,9037,Timber,8,2006,2006,VinylSd,VinylSd,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,1484,6,2006.0,472.0,120,33,0,0,0,0,0,12,WD ,265900
2262,20,89.0,10991,Timber,8,2007,2007,VinylSd,VinylSd,80.0,0.0,0.0,1571.0,1571.0,1571,0,0,1571,7,2007.0,722.0,100,36,0,0,0,0,0,12,New,239000
2263,20,67.0,10656,Timber,8,2006,2007,VinylSd,VinylSd,274.0,0.0,0.0,1638.0,1638.0,1646,0,0,1646,6,2007.0,870.0,192,80,0,0,0,0,0,11,New,248900
2264,20,42.0,10331,Timber,7,1985,1985,Plywood,Plywood,0.0,215.0,80.0,970.0,1265.0,1240,0,0,1240,6,1985.0,528.0,232,0,0,0,0,0,0,7,WD ,174000
2265,50,44.0,13758,Timber,7,1990,1991,HdBoard,HdBoard,117.0,902.0,0.0,254.0,1156.0,1187,530,0,1717,7,1990.0,400.0,168,36,0,0,0,0,0,4,WD ,187500
2266,60,,9303,Timber,6,1996,1997,VinylSd,VinylSd,42.0,742.0,0.0,130.0,872.0,888,868,0,1756,7,1996.0,422.0,144,122,0,0,0,0,0,7,WD ,204000
2267,20,,6718,Timber,8,2001,2001,VinylSd,VinylSd,86.0,250.0,0.0,1017.0,1267.0,1312,0,0,1312,5,2001.0,471.0,256,28,0,0,0,0,0,1,WD ,180500
2268,80,73.0,9590,Timber,7,2003,2003,VinylSd,VinylSd,442.0,786.0,0.0,82.0,868.0,1146,0,0,1146,6,2003.0,438.0,160,22,0,0,0,0,0,5,WD ,187500
2269,20,80.0,11305,Timber,8,2002,2002,VinylSd,VinylSd,886.0,1329.0,0.0,593.0,1922.0,1922,0,0,1922,6,2002.0,692.0,201,64,0,0,0,0,0,4,WD ,282000
2270,20,,7777,Timber,6,1996,1996,VinylSd,VinylSd,203.0,0.0,0.0,1491.0,1491.0,1491,0,0,1491,7,1996.0,571.0,0,35,0,0,0,0,0,11,WD ,178000
2271,20,85.0,14536,Timber,8,2002,2003,VinylSd,VinylSd,236.0,1300.0,0.0,316.0,1616.0,1629,0,0,1629,9,2002.0,808.0,0,252,0,0,0,0,0,11,WD ,270000
2272,60,,11800,Timber,7,2003,2004,VinylSd,VinylSd,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,2486,10,2003.0,452.0,143,32,0,0,0,0,0,7,WD ,279900
2273,20,50.0,35133,Timber,5,1963,1963,MetalSd,MetalSd,226.0,1159.0,0.0,413.0,1572.0,1572,0,0,1572,5,1963.0,995.0,0,263,0,0,263,0,0,5,WD ,186700
2274,20,93.0,15306,Timber,8,2006,2007,VinylSd,VinylSd,100.0,80.0,0.0,1652.0,1732.0,1776,0,0,1776,7,2006.0,712.0,0,0,0,0,0,0,0,5,New,283463
2275,20,85.0,12633,Timber,10,2006,2007,MetalSd,MetalSd,242.0,0.0,0.0,1824.0,1824.0,1824,0,0,1824,8,2006.0,932.0,160,36,0,0,108,0,0,9,New,392000
2276,60,88.0,12665,Timber,8,2005,2006,VinylSd,VinylSd,245.0,0.0,0.0,1094.0,1094.0,1133,1349,0,2482,9,2005.0,642.0,144,39,0,0,0,0,0,2,WD ,281213
2277,20,70.0,8402,Mitchel,5,2007,2007,VinylSd,VinylSd,0.0,206.0,0.0,914.0,1120.0,1120,0,0,1120,6,,0.0,0,30,0,0,0,0,0,12,New,147000
2278,20,200.0,43500,Mitchel,3,1953,1953,MetalSd,MetalSd,0.0,0.0,0.0,0.0,0.0,2034,0,0,2034,9,1953.0,1041.0,483,266,0,0,0,561,0,6,WD ,130000
2279,120,62.0,6710,Mitchel,6,1996,1997,VinylSd,VinylSd,134.0,16.0,904.0,0.0,920.0,936,0,0,936,3,1996.0,460.0,0,40,0,0,0,0,0,6,WD ,140000
2280,20,94.0,25286,Mitchel,4,1963,1963,HdBoard,Plywood,0.0,633.0,0.0,431.0,1064.0,1040,0,0,1040,5,1963.0,648.0,0,0,0,0,0,0,0,1,WD ,132250
2281,90,100.0,25000,Mitchel,5,1967,1967,HdBoard,Plywood,0.0,0.0,0.0,1632.0,1632.0,1632,0,0,1632,8,1967.0,576.0,0,0,0,0,0,0,0,6,WD ,143000
2282,190,,32463,Mitchel,4,1961,1975,MetalSd,MetalSd,149.0,1159.0,0.0,90.0,1249.0,1622,0,0,1622,7,1975.0,1356.0,439,0,0,0,0,0,0,3,WD ,168000
2283,120,44.0,4224,MeadowV,5,1976,1976,CemntBd,CmentBd,0.0,840.0,0.0,200.0,1040.0,1060,0,0,1060,6,1976.0,572.0,100,110,0,0,0,0,0,6,WD ,129900
2284,120,44.0,4224,MeadowV,5,1976,1976,CemntBd,CmentBd,0.0,874.0,0.0,268.0,1142.0,1142,0,0,1142,6,1976.0,528.0,536,90,0,0,0,0,0,8,WD ,134000
2285,160,21.0,1504,MeadowV,4,1972,1972,CemntBd,CmentBd,0.0,252.0,0.0,294.0,546.0,546,546,0,1092,5,1972.0,253.0,0,0,0,0,0,0,0,5,WD ,85500
2286,180,,1533,MeadowV,4,1970,1970,CemntBd,CmentBd,0.0,503.0,0.0,27.0,530.0,530,462,0,992,4,1970.0,297.0,112,97,0,0,0,0,0,7,WD ,106500
2287,160,21.0,1495,MeadowV,4,1970,1970,CemntBd,CmentBd,189.0,384.0,0.0,162.0,546.0,546,546,0,1092,5,,0.0,0,64,0,0,0,0,0,5,WD ,93900
2288,160,21.0,2001,MeadowV,4,1970,1970,CemntBd,CmentBd,80.0,0.0,0.0,546.0,546.0,546,546,0,1092,6,1970.0,286.0,0,0,0,0,0,0,0,1,WD ,75000
2289,180,21.0,1936,MeadowV,4,1970,1970,CemntBd,CmentBd,0.0,131.0,499.0,0.0,630.0,630,0,0,630,3,,0.0,0,0,0,0,0,0,0,12,WD ,84500
2290,160,21.0,1890,MeadowV,4,1976,1976,CemntBd,CmentBd,0.0,0.0,0.0,546.0,546.0,546,546,0,1092,6,1976.0,286.0,0,0,0,0,0,0,0,4,COD,75190
2291,80,,11333,Mitchel,6,1976,1976,HdBoard,HdBoard,0.0,539.0,0.0,490.0,1029.0,1062,0,0,1062,5,1976.0,539.0,120,0,0,0,0,0,0,5,WD ,146800
2292,85,72.0,9129,Mitchel,5,1977,1977,Plywood,Plywood,144.0,923.0,0.0,0.0,923.0,1008,0,0,1008,4,1977.0,678.0,201,66,0,0,0,0,0,7,WD ,153500
2293,80,,15957,Mitchel,6,1977,1977,HdBoard,Plywood,0.0,1148.0,0.0,96.0,1244.0,1356,0,0,1356,6,1977.0,528.0,1424,0,0,0,0,0,0,9,WD ,188000
2294,20,61.0,33983,Mitchel,5,1977,1994,Plywood,Plywood,0.0,1112.0,0.0,48.0,1160.0,1676,0,0,1676,6,1977.0,672.0,690,90,0,0,0,0,0,5,WD ,196000
2295,60,68.0,8286,Mitchel,5,1977,1977,Plywood,Plywood,0.0,531.0,0.0,185.0,716.0,716,716,0,1432,6,1977.0,531.0,0,136,0,0,240,0,0,6,WD ,157000
2296,85,50.0,6723,Mitchel,5,1971,1971,Wd Sdng,HdBoard,0.0,796.0,0.0,0.0,796.0,796,0,0,796,5,,0.0,129,0,0,0,0,0,0,9,WD ,138000
2297,85,54.0,7244,Mitchel,5,1970,1970,VinylSd,VinylSd,0.0,619.0,0.0,149.0,768.0,768,0,0,768,5,1987.0,624.0,104,0,0,0,0,0,0,4,WD ,129500
2298,20,124.0,27697,Mitchel,4,1961,1961,Plywood,Plywood,198.0,811.0,0.0,585.0,1396.0,1608,0,0,1608,6,1961.0,444.0,152,38,0,0,0,0,0,11,COD,80000
2299,20,69.0,7599,Mitchel,4,1982,2006,HdBoard,Plywood,0.0,565.0,0.0,280.0,845.0,845,0,0,845,4,1987.0,360.0,0,0,0,0,0,0,0,6,WD ,129500
2300,20,,11000,Mitchel,5,1976,2003,Plywood,Plywood,0.0,1090.0,0.0,0.0,1090.0,1178,0,0,1178,6,1976.0,502.0,0,44,0,0,88,0,0,6,WD ,135000
2301,20,76.0,8314,Mitchel,5,1982,1982,HdBoard,ImStucc,0.0,546.0,0.0,270.0,816.0,816,0,0,816,5,1982.0,264.0,168,0,0,0,0,0,0,6,WD ,124500
2302,20,65.0,11625,Mitchel,5,1983,1983,HdBoard,HdBoard,0.0,596.0,0.0,220.0,816.0,816,0,0,816,4,1983.0,264.0,330,0,0,0,0,0,0,5,WD ,139000
2303,20,63.0,10712,Mitchel,5,1991,1992,HdBoard,HdBoard,0.0,212.0,0.0,762.0,974.0,974,0,0,974,5,,0.0,0,28,0,0,0,0,0,9,Oth,93500
2304,20,62.0,10447,Mitchel,5,1984,1984,Plywood,HdBoard,0.0,516.0,0.0,348.0,864.0,887,0,0,887,5,1984.0,288.0,140,0,0,0,0,0,0,12,WD ,124500
2305,20,,11027,NAmes,6,1954,1954,Wd Sdng,Wd Sdng,28.0,468.0,539.0,171.0,1178.0,1293,0,0,1293,5,1954.0,452.0,280,0,0,0,0,0,0,5,WD ,149900
2306,20,85.0,10533,NAmes,6,1956,1956,VinylSd,VinylSd,244.0,773.0,0.0,235.0,1008.0,1024,0,0,1024,5,1956.0,313.0,0,0,0,0,280,0,0,8,WD ,157500
2307,20,,11765,NAmes,5,1957,1957,Wd Sdng,Wd Sdng,302.0,1127.0,0.0,490.0,1617.0,1797,0,0,1797,7,1957.0,963.0,0,0,0,0,0,0,0,6,WD ,169000
2308,20,,39384,NAmes,6,1957,1957,Wd Sdng,Wd Sdng,902.0,1110.0,0.0,595.0,1705.0,1390,0,0,1390,4,1957.0,550.0,0,189,0,0,0,0,0,10,WD ,252000
2309,20,90.0,11727,NAmes,7,1969,1969,HdBoard,HdBoard,434.0,0.0,0.0,1851.0,1851.0,1851,0,0,1851,8,1969.0,506.0,0,146,0,0,0,0,0,3,WD ,192100
2310,60,60.0,8238,Gilbert,6,1997,1998,VinylSd,VinylSd,0.0,700.0,0.0,113.0,813.0,813,712,0,1525,6,1997.0,400.0,421,72,0,0,0,0,0,5,WD ,183500
2311,60,,13006,Gilbert,7,1997,1997,HdBoard,HdBoard,285.0,0.0,0.0,964.0,964.0,993,1243,0,2236,8,1997.0,642.0,0,0,0,0,0,0,0,11,WD ,222000
2312,60,,13041,Gilbert,6,1995,1995,HdBoard,HdBoard,0.0,0.0,0.0,781.0,781.0,781,890,0,1671,7,1995.0,423.0,0,84,0,0,0,0,0,2,WD ,170000
2313,60,,13031,Gilbert,6,1995,1996,HdBoard,HdBoard,0.0,592.0,0.0,99.0,691.0,691,807,0,1498,6,1995.0,409.0,315,44,0,0,0,0,0,7,WD ,187500
2314,60,54.0,9783,Gilbert,6,1996,1996,HdBoard,HdBoard,0.0,0.0,0.0,821.0,821.0,821,955,0,1776,7,1996.0,443.0,286,116,0,0,0,0,0,5,WD ,202000
2315,60,70.0,11207,Gilbert,6,1997,1997,VinylSd,VinylSd,0.0,714.0,0.0,88.0,802.0,802,709,0,1511,8,1997.0,413.0,95,75,0,0,0,0,0,6,WD ,185000
2316,60,134.0,19378,Gilbert,7,2005,2006,VinylSd,VinylSd,456.0,57.0,0.0,1335.0,1392.0,1392,1070,0,2462,9,2006.0,576.0,239,132,0,168,0,0,0,3,New,320000
2317,20,50.0,14859,Gilbert,7,2006,2006,VinylSd,VinylSd,27.0,0.0,0.0,1670.0,1670.0,1670,0,0,1670,7,2006.0,690.0,144,60,0,0,0,0,0,8,New,240000
2318,60,50.0,13128,Gilbert,8,2005,2005,VinylSd,VinylSd,216.0,0.0,0.0,1074.0,1074.0,1074,990,0,2064,7,2005.0,527.0,0,119,0,0,0,0,0,1,WD ,250000
2319,60,72.0,10463,Gilbert,8,2005,2005,VinylSd,VinylSd,0.0,0.0,0.0,893.0,893.0,901,900,0,1801,8,2005.0,800.0,0,116,0,0,0,0,0,6,WD ,239900
2320,60,42.0,13751,Gilbert,7,2005,2006,VinylSd,VinylSd,248.0,60.0,0.0,1640.0,1700.0,1700,512,0,2212,9,2006.0,773.0,237,38,0,0,115,0,0,5,New,309000
2321,60,168.0,23257,Gilbert,7,2006,2006,VinylSd,VinylSd,0.0,0.0,0.0,868.0,868.0,887,1134,0,2021,9,2006.0,422.0,0,100,0,0,0,0,0,9,New,274725
2322,160,68.0,13108,StoneBr,8,1994,1994,CemntBd,CmentBd,0.0,0.0,0.0,2062.0,2062.0,2079,608,0,2687,9,1994.0,618.0,168,12,0,0,0,0,0,12,WD ,270000
2323,20,,8076,Gilbert,6,1993,1994,HdBoard,HdBoard,112.0,705.0,0.0,455.0,1160.0,1169,0,0,1169,6,1993.0,402.0,0,26,0,0,144,0,0,7,WD ,183500
2324,60,,7685,Gilbert,6,1993,1994,HdBoard,HdBoard,112.0,518.0,0.0,179.0,697.0,697,804,0,1501,6,1993.0,420.0,190,63,0,0,0,0,0,5,WD ,165600
2325,60,63.0,9084,Gilbert,7,1998,1998,VinylSd,VinylSd,0.0,0.0,0.0,935.0,935.0,955,677,0,1632,8,1998.0,462.0,0,28,0,0,0,0,0,6,WD ,176500
2326,120,30.0,3701,StoneBr,8,1987,1987,HdBoard,HdBoard,0.0,0.0,0.0,1191.0,1191.0,1204,0,0,1204,5,1987.0,461.0,120,70,0,0,0,0,0,8,WD ,130000
2327,160,44.0,5306,StoneBr,7,1987,1987,HdBoard,HdBoard,0.0,495.0,215.0,354.0,1064.0,1064,703,0,1767,5,1987.0,504.0,441,35,0,0,0,0,0,6,WD ,239000
2328,120,,6563,StoneBr,8,1985,1985,HdBoard,HdBoard,0.0,1148.0,0.0,594.0,1742.0,1742,0,0,1742,5,1985.0,564.0,114,28,234,0,0,0,0,12,WD ,275000
2329,60,59.0,16023,StoneBr,9,2005,2006,VinylSd,VinylSd,600.0,1218.0,0.0,180.0,1398.0,1414,1384,0,2798,11,2005.0,670.0,182,37,0,0,0,0,0,3,New,457347
2330,60,60.0,18062,StoneBr,10,2006,2006,CemntBd,CmentBd,662.0,0.0,0.0,1528.0,1528.0,1528,1862,0,3390,10,2006.0,758.0,204,34,0,0,0,0,0,9,New,545224
2331,60,63.0,12292,StoneBr,9,2006,2006,VinylSd,VinylSd,184.0,205.0,0.0,889.0,1094.0,1102,1371,0,2473,11,2006.0,675.0,246,39,0,0,0,0,0,7,New,356383
